2024-07-26 12:57:50,125750.00,A,5556.44406,N,00315.17184,W,0.024,,260724,
2024-07-26 12:58:03,125803.00,A,5556.44412,N,00315.17178,W,0.108,,260724,
2024-07-26 12:58:20,125820.00,A,5556.44374,N,00315.17112,W,0.092,,260724,
2024-07-26 12:58:33,125833.00,A,5556.44345,N,00315.17096,W,0.028,,260724,
2024-07-26 12:58:39,125839.00,A,5556.44333,N,00315.17085,W,0.030,,260724,
2024-07-26 12:58:44,125844.00,A,5556.44324,N,00315.17075,W,0.017,,260724,
2024-07-26 12:58:49,125849.00,A,5556.44311,N,00315.17067,W,0.024,,260724,
2024-07-26 12:58:57,125857.00,A,5556.44302,N,00315.17088,W,0.091,,260724,
2024-07-26 12:59:02,125902.00,A,5556.44307,N,00315.17116,W,0.009,,260724,
2024-07-26 12:59:24,125924.00,A,5556.44361,N,00315.17236,W,0.027,,260724,
2024-07-26 12:59:29,125929.00,A,5556.44361,N,00315.17239,W,0.044,,260724,
2024-07-26 12:59:44,125944.00,A,5556.44303,N,00315.17135,W,0.013,,260724,
2024-07-26 13:28:51,132851.00,A,5556.44627,N,00315.17156,W,0.432,,260724,
2024-07-26 13:29:28,132928.00,A,5556.43800,N,00315.15976,W,0.126,,260724,
2024-07-26 13:30:10,133010.00,A,5556.43883,N,00315.16280,W,0.274,,260724,
2024-07-26 13:30:11,133011.00,A,5556.43902,N,00315.16298,W,0.081,,260724,
2024-07-26 13:30:31,133031.00,A,5556.43743,N,00315.16359,W,1.800,145.87,260724,
2024-07-26 13:30:38,133038.00,A,5556.43799,N,00315.16493,W,0.086,,260724,
2024-07-26 13:30:42,133042.00,A,5556.43835,N,00315.16572,W,0.079,,260724,
2024-07-26 13:30:55,133055.00,A,5556.43898,N,00315.16652,W,0.179,,260724,
2024-07-26 13:30:56,133056.00,A,5556.43918,N,00315.16643,W,0.488,,260724,
2024-07-26 13:30:57,133057.00,A,5556.43949,N,00315.16655,W,1.251,,260724,
2024-07-26 13:31:01,133101.00,A,5556.44078,N,00315.16751,W,0.266,,260724,
2024-07-26 13:31:06,133106.00,A,5556.44123,N,00315.16826,W,0.053,,260724,
2024-07-26 13:31:07,133107.00,A,5556.44150,N,00315.16863,W,0.018,,260724,
2024-07-26 13:31:08,133108.00,A,5556.44177,N,00315.16873,W,0.138,,260724,
2024-07-26 13:31:13,133113.00,A,5556.44067,N,00315.16442,W,0.352,,260724,
2024-07-26 13:31:14,133114.00,A,5556.44062,N,00315.16432,W,0.075,,260724,
2024-07-26 13:31:15,133115.00,A,5556.44058,N,00315.16457,W,0.559,,260724,
2024-07-26 13:31:16,133116.00,A,5556.44017,N,00315.16475,W,1.085,172.30,260724,
2024-07-26 13:31:21,133121.00,A,5556.43843,N,00315.16662,W,4.237,205.99,260724,
2024-07-26 13:31:22,133122.00,A,5556.43731,N,00315.16795,W,5.550,207.95,260724,
2024-07-26 13:31:23,133123.00,A,5556.43577,N,00315.17018,W,7.882,216.76,260724,
2024-07-26 13:31:24,133124.00,A,5556.43441,N,00315.17304,W,7.609,219.80,260724,
2024-07-26 13:31:28,133128.00,A,5556.42978,N,00315.18453,W,7.062,237.29,260724,
2024-07-26 13:31:29,133129.00,A,5556.42863,N,00315.18763,W,7.737,236.78,260724,
2024-07-26 13:31:30,133130.00,A,5556.42740,N,00315.19079,W,8.035,233.64,260724,
2024-07-26 13:31:31,133131.00,A,5556.42605,N,00315.19387,W,8.063,232.20,260724,
2024-07-26 13:31:36,133136.00,A,5556.42031,N,00315.20570,W,3.760,228.31,260724,
2024-07-26 13:31:37,133137.00,A,5556.41991,N,00315.20659,W,1.898,229.08,260724,
2024-07-26 13:31:38,133138.00,A,5556.41977,N,00315.20708,W,1.072,,260724,
2024-07-26 13:31:39,133139.00,A,5556.41968,N,00315.20741,W,0.899,,260724,
2024-07-26 13:31:45,133145.00,A,5556.42167,N,00315.22195,W,10.448,313.33,260724,
2024-07-26 13:31:46,133146.00,A,5556.42389,N,00315.22582,W,12.708,317.77,260724,
2024-07-26 13:31:51,133151.00,A,5556.43961,N,00315.25098,W,17.164,318.06,260724,
2024-07-26 13:31:52,133152.00,A,5556.44324,N,00315.25690,W,17.558,317.86,260724,
2024-07-26 13:31:53,133153.00,A,5556.44642,N,00315.26219,W,15.469,317.56,260724,
2024-07-26 13:31:54,133154.00,A,5556.44927,N,00315.26779,W,15.952,310.83,260724,
2024-07-26 13:31:58,133158.00,A,5556.46442,N,00315.29353,W,20.252,316.07,260724,
2024-07-26 13:31:59,133159.00,A,5556.46852,N,00315.30022,W,20.346,317.54,260724,
2024-07-26 13:32:00,133200.00,A,5556.47283,N,00315.30702,W,20.746,318.29,260724,
2024-07-26 13:32:01,133201.00,A,5556.47706,N,00315.31405,W,20.941,316.60,260724,
2024-07-26 13:32:02,133202.00,A,5556.48134,N,00315.32127,W,21.256,316.59,260724,
2024-07-26 13:32:08,133208.00,A,5556.50833,N,00315.36467,W,21.575,317.31,260724,
2024-07-26 13:32:09,133209.00,A,5556.51288,N,00315.37196,W,21.596,316.92,260724,
2024-07-26 13:32:14,133214.00,A,5556.53610,N,00315.40704,W,21.496,318.88,260724,
2024-07-26 13:32:15,133215.00,A,5556.54058,N,00315.41415,W,21.218,318.56,260724,
2024-07-26 13:32:16,133216.00,A,5556.54489,N,00315.42132,W,20.779,317.59,260724,
2024-07-26 13:32:17,133217.00,A,5556.54904,N,00315.42822,W,20.268,316.46,260724,
2024-07-26 13:32:22,133222.00,A,5556.57009,N,00315.46014,W,20.651,326.55,260724,
2024-07-26 13:32:23,133223.00,A,5556.57461,N,00315.46599,W,20.152,323.85,260724,
2024-07-26 13:32:24,133224.00,A,5556.57914,N,00315.47191,W,20.220,325.30,260724,
2024-07-26 13:32:28,133228.00,A,5556.59614,N,00315.49213,W,16.606,324.88,260724,
2024-07-26 13:32:29,133229.00,A,5556.59962,N,00315.49615,W,14.814,326.93,260724,
2024-07-26 13:32:30,133230.00,A,5556.60227,N,00315.49988,W,11.846,324.30,260724,
2024-07-26 13:32:31,133231.00,A,5556.60436,N,00315.50402,W,10.816,317.81,260724,
2024-07-26 13:32:32,133232.00,A,5556.60571,N,00315.50818,W,8.226,307.50,260724,
2024-07-26 13:32:37,133237.00,A,5556.60330,N,00315.53681,W,17.894,243.04,260724,
2024-07-26 13:32:38,133238.00,A,5556.60094,N,00315.54552,W,19.988,242.02,260724,
2024-07-26 13:32:39,133239.00,A,5556.59838,N,00315.55435,W,20.180,240.25,260724,
2024-07-26 13:32:44,133244.00,A,5556.58326,N,00315.60349,W,23.659,239.89,260724,
2024-07-26 13:32:45,133245.00,A,5556.58009,N,00315.61354,W,23.104,240.02,260724,
2024-07-26 13:32:46,133246.00,A,5556.57698,N,00315.62343,W,22.973,239.74,260724,
2024-07-26 13:32:47,133247.00,A,5556.57391,N,00315.63339,W,22.977,240.80,260724,
2024-07-26 13:32:52,133252.00,A,5556.56212,N,00315.68794,W,24.201,257.83,260724,
2024-07-26 13:32:53,133253.00,A,5556.56083,N,00315.70018,W,25.216,259.66,260724,
2024-07-26 13:32:54,133254.00,A,5556.55966,N,00315.71261,W,25.522,260.34,260724,
2024-07-26 13:32:55,133255.00,A,5556.55847,N,00315.72504,W,25.511,260.18,260724,
2024-07-26 13:33:00,133300.00,A,5556.55309,N,00315.78662,W,24.069,262.65,260724,
2024-07-26 13:33:01,133301.00,A,5556.55210,N,00315.79829,W,23.364,261.37,260724,
2024-07-26 13:33:02,133302.00,A,5556.55117,N,00315.80972,W,23.000,261.89,260724,
2024-07-26 13:33:07,133307.00,A,5556.54853,N,00315.86040,W,18.370,269.45,260724,
2024-07-26 13:33:08,133308.00,A,5556.54836,N,00315.86923,W,17.494,265.94,260724,
2024-07-26 13:33:09,133309.00,A,5556.54883,N,00315.87750,W,15.946,273.21,260724,
2024-07-26 13:33:10,133310.00,A,5556.54874,N,00315.88604,W,17.486,269.93,260724,
2024-07-26 13:33:14,133314.00,A,5556.54708,N,00315.92424,W,20.145,263.71,260724,
2024-07-26 13:33:15,133315.00,A,5556.54664,N,00315.93401,W,19.515,265.05,260724,
2024-07-26 13:33:16,133316.00,A,5556.54607,N,00315.94407,W,20.282,264.40,260724,
2024-07-26 13:33:17,133317.00,A,5556.54484,N,00315.95438,W,20.858,260.08,260724,
2024-07-26 13:33:21,133321.00,A,5556.54024,N,00315.99726,W,22.625,259.42,260724,
2024-07-26 13:33:22,133322.00,A,5556.53899,N,00316.00839,W,23.025,258.73,260724,
2024-07-26 13:33:23,133323.00,A,5556.53769,N,00316.01968,W,23.293,258.69,260724,
2024-07-26 13:33:24,133324.00,A,5556.53603,N,00316.03096,W,23.406,258.31,260724,
2024-07-26 13:33:25,133325.00,A,5556.53464,N,00316.04225,W,23.307,258.72,260724,
2024-07-26 13:33:30,133330.00,A,5556.52713,N,00316.09938,W,23.901,257.88,260724,
